index,xo,yo,xd,yd,volume
1599,-73.694214,45.446264,-73.703668,45.440788,74
1600,-73.612123,45.436805,-73.595564,45.479199,75
1601,-73.663777,45.475076,-73.638437,45.556832,62
1602,-73.954213,45.40687,-73.635861,45.448232,71
1603,-73.618335,45.534643,-73.633941,45.461097,94
1604,-73.89564,45.466273,-73.519755,45.659755,37
1605,-73.554189,45.503063,-73.567246,45.486969,60
1606,-73.53534,45.470622,-73.865385,45.486342,12
1607,-73.789324,45.4764,-73.540825,45.582303,30
1608,-73.952088,45.404021,-73.609921,45.530075,66
1609,-73.5501,45.537855,-73.500581,45.682539,1
1610,-73.61212,45.554225,-73.65047,45.545209,75
1611,-73.548222,45.552593,-73.639161,45.431991,99
1612,-73.67113,45.556016,-73.80102,45.464477,6
1613,-73.557509,45.501825,-73.802832,45.44398,9
1614,-73.813955,45.44214,-73.62245,45.499234,64
1615,-73.639186,45.422165,-73.710956,45.51182,10
1616,-73.680562,45.526992,-73.800151,45.494653,82
1617,-73.712927,45.527606,-73.865682,45.4761,8
1618,-73.604275,45.472289,-73.812147,45.447031,90
1619,-73.712303,45.438523,-73.590524,45.563197,65
1620,-73.57484,45.490483,-73.574173,45.568952,52
1621,-73.67166,45.466502,-73.645352,45.440662,30
1622,-73.575796,45.488144,-73.607017,45.513299,17
1623,-73.582292,45.455801,-73.502673,45.669707,74
1624,-73.628833,45.617491,-73.608973,45.424637,58
1625,-73.890697,45.467542,-73.648379,45.450537,35
1626,-73.66983,45.479127,-73.66064,45.51395,42
1627,-73.768917,45.48983,-73.508319,45.628414,42
1628,-73.700992,45.476165,-73.915018,45.41897,89
1629,-73.61644,45.418296,-73.566387,45.538053,74
1630,-73.577606,45.569265,-73.666164,45.561903,72
1631,-73.563475,45.462618,-73.696957,45.538358,99
1632,-73.490751,45.649602,-73.538077,45.466028,61
1633,-73.640786,45.524268,-73.599578,45.561436,2
1634,-73.844614,45.474905,-73.555843,45.511636,26
1635,-73.561147,45.504877,-73.535823,45.663651,99
1636,-73.613814,45.468445,-73.639955,45.429067,2
1637,-73.596283,45.585479,-73.502047,45.642655,30
1638,-73.544196,45.558604,-73.594255,45.631273,70
1639,-73.593933,45.528881,-73.667853,45.528508,85
1640,-73.666114,45.561842,-73.863852,45.455265,16
1641,-73.517125,45.589575,-73.600399,45.637031,62
1642,-73.577828,45.571494,-73.619176,45.515704,93
1643,-73.707679,45.52219,-73.827119,45.497148,56
1644,-73.819009,45.451271,-73.534893,45.568476,61
1645,-73.615351,45.477244,-73.657457,45.576436,38
1646,-73.716714,45.514447,-73.551544,45.461794,47
1647,-73.602619,45.477524,-73.58781,45.54068,0
1648,-73.573841,45.576544,-73.615782,45.581147,92
1649,-73.560739,45.580796,-73.590284,45.640021,67
1650,-73.896582,45.441873,-73.6198,45.43032,4
1651,-73.823541,45.494735,-73.632718,45.548435,26
1652,-73.593877,45.599049,-73.811115,45.491949,60
1653,-73.878267,45.42903,-73.54024,45.587928,4
1654,-73.515479,45.657822,-73.846895,45.482636,5
1655,-73.622798,45.480562,-73.62339,45.415238,92
1656,-73.580293,45.447753,-73.849942,45.493206,78
1657,-73.579202,45.512206,-73.512859,45.646999,62
1658,-73.552685,45.50593,-73.698682,45.545604,26
1659,-73.553456,45.464106,-73.877566,45.49232,7
1660,-73.652484,45.48669,-73.571258,45.544467,71
1661,-73.855773,45.448317,-73.645237,45.503913,43
1662,-73.700185,45.527204,-73.66827,45.542956,99
1663,-73.700233,45.528033,-73.562275,45.480141,74
1664,-73.548794,45.458947,-73.615619,45.485517,81
1665,-73.63631,45.576675,-73.661956,45.468536,51
1666,-73.821855,45.501162,-73.588578,45.455576,46
1667,-73.751879,45.492916,-73.511689,45.607745,82
1668,-73.601479,45.560296,-73.622274,45.467232,78
1669,-73.542887,45.456376,-73.81565,45.502482,79
1670,-73.603189,45.59702,-73.576651,45.523553,75
1671,-73.645865,45.423145,-73.579873,45.440346,34
1672,-73.512661,45.602663,-73.641338,45.597511,31
1673,-73.822272,45.451594,-73.529108,45.606553,16
1674,-73.634499,45.568407,-73.558431,45.548919,83
1675,-73.912028,45.411373,-73.867466,45.513501,66
1676,-73.643089,45.557045,-73.543356,45.543695,28
1677,-73.909746,45.420498,-73.592057,45.489829,92
1678,-73.589387,45.585122,-73.711374,45.533359,41
1679,-73.653401,45.425857,-73.720337,45.513938,93
1680,-73.734786,45.509704,-73.555786,45.51161,40
1681,-73.68678,45.509725,-73.612858,45.555943,17
1682,-73.588032,45.566031,-73.572329,45.45202,61
1683,-73.818181,45.461079,-73.555651,45.502085,85
1684,-73.657728,45.549524,-73.827359,45.50403,71
1685,-73.876433,45.432083,-73.571496,45.445649,82
1686,-73.601116,45.476841,-73.579851,45.569253,100
1687,-73.64737,45.522867,-73.556883,45.600575,60
1688,-73.666637,45.438428,-73.590012,45.638299,23
1689,-73.858033,45.451788,-73.714227,45.526423,96
1690,-73.6248,45.513029,-73.561599,45.53524,73
1691,-73.680969,45.515482,-73.903139,45.42617,8
1692,-73.679542,45.523788,-73.659139,45.54788,8
1693,-73.850304,45.445874,-73.510295,45.592135,56
1694,-73.608465,45.551803,-73.909346,45.439927,64
1695,-73.566559,45.481213,-73.618465,45.526341,49
1696,-73.881516,45.446626,-73.784516,45.456911,65
1697,-73.557524,45.513554,-73.579397,45.461866,100
1698,-73.592305,45.587509,-73.547865,45.601545,81
1699,-73.516475,45.612489,-73.637689,45.596274,73
1700,-73.574607,45.653007,-73.872883,45.43849,32
1701,-73.729276,45.507098,-73.554176,45.509464,38
1702,-73.727523,45.455034,-73.662656,45.553659,88
1703,-73.67841,45.537896,-73.864843,45.462164,30
1704,-73.589866,45.590154,-73.586475,45.451301,30
1705,-73.593011,45.487362,-73.765158,45.455725,61
1706,-73.546023,45.562542,-73.554897,45.617549,80
1707,-73.864152,45.462562,-73.552654,45.605247,27
1708,-73.664391,45.438416,-73.633046,45.497949,53
1709,-73.650358,45.500674,-73.625603,45.440209,66
1710,-73.691942,45.514441,-73.815063,45.442675,70
1711,-73.628005,45.575716,-73.66694,45.534988,74
1712,-73.510623,45.652815,-73.618001,45.542912,51
1713,-73.688736,45.506911,-73.911433,45.411585,63
1714,-73.665733,45.458087,-73.596696,45.488704,83
1715,-73.677897,45.531651,-73.581413,45.645925,25
1716,-73.648524,45.492309,-73.587081,45.465352,68
1717,-73.640756,45.562647,-73.55183,45.53411,93
1718,-73.584709,45.524774,-73.616972,45.510626,79
1719,-73.502375,45.676995,-73.568523,45.488411,23
1720,-73.498053,45.662754,-73.648278,45.428357,95
1721,-73.763021,45.444522,-73.615768,45.609196,54
1722,-73.85057,45.508229,-73.64213,45.489678,5
1723,-73.864155,45.482323,-73.601705,45.602874,96
1724,-73.68944,45.532371,-73.61488,45.512777,57
1725,-73.792124,45.500529,-73.542171,45.537762,46
1726,-73.808022,45.510887,-73.584786,45.53237,60
1727,-73.82769,45.499865,-73.633418,45.452049,37
1728,-73.679229,45.498134,-73.613213,45.588941,5
1729,-73.734485,45.489389,-73.797861,45.493361,53
1730,-73.676423,45.496192,-73.7958,45.485641,50
1731,-73.62087,45.478635,-73.640837,45.459697,2
1732,-73.612872,45.490822,-73.788751,45.461545,6
1733,-73.57067,45.470478,-73.668819,45.557958,54
1734,-73.574765,45.529195,-73.62212,45.450249,77
1735,-73.574801,45.55955,-73.949966,45.405073,91
1736,-73.881642,45.417206,-73.86505,45.436619,64
1737,-73.619667,45.542341,-73.528374,45.579845,53
1738,-73.559176,45.496934,-73.651619,45.56492,9
1739,-73.586768,45.629169,-73.644466,45.545704,49
1740,-73.623715,45.493856,-73.517095,45.587707,52
1741,-73.670693,45.458164,-73.61099,45.516743,57
1742,-73.720601,45.44192,-73.674375,45.551399,99
1743,-73.578181,45.511561,-73.562574,45.609668,23
1744,-73.811256,45.510812,-73.784705,45.489953,43
1745,-73.564214,45.54488,-73.626545,45.482707,59
1746,-73.570759,45.545539,-73.692769,45.536767,46
1747,-73.601395,45.592624,-73.619015,45.441441,66
1748,-73.561598,45.49279,-73.584725,45.462682,64
1749,-73.663243,45.553831,-73.558646,45.44785,40
1750,-73.653397,45.577982,-73.588092,45.488132,66
1751,-73.612243,45.520462,-73.535439,45.467157,77
1752,-73.509217,45.656873,-73.535955,45.547644,15
1753,-73.598194,45.436226,-73.584339,45.64389,73
1754,-73.936511,45.451481,-73.650102,45.469184,59
1755,-73.61625,45.629949,-73.715376,45.522259,9
1756,-73.542891,45.461175,-73.930315,45.424503,13
1757,-73.627852,45.524695,-73.632113,45.480413,84
1758,-73.86102,45.472296,-73.490675,45.657075,28
1759,-73.552773,45.471001,-73.741406,45.492284,25
1760,-73.558658,45.609006,-73.609343,45.420941,87
1761,-73.653451,45.466002,-73.651915,45.444742,76
1762,-73.635469,45.591965,-73.844332,45.434748,1
1763,-73.890383,45.448961,-73.656054,45.525288,40
1764,-73.629966,45.556004,-73.599973,45.517716,68
1765,-73.751619,45.449968,-73.611136,45.48041,16
1766,-73.699703,45.499297,-73.710658,45.447656,93
1767,-73.588502,45.597402,-73.667555,45.438262,68
1768,-73.642524,45.499367,-73.651557,45.554638,33
1769,-73.625165,45.547738,-73.52692,45.558303,62
1770,-73.66694,45.534988,-73.887578,45.433081,25
1771,-73.651004,45.422382,-73.5951,45.570256,45
1772,-73.69588,45.49773,-73.593822,45.551937,77
1773,-73.582865,45.516849,-73.545828,45.489422,64
1774,-73.545559,45.600117,-73.825471,45.513343,93
1775,-73.582298,45.456441,-73.85033,45.496526,42
1776,-73.666586,45.429207,-73.827929,45.498926,79
1777,-73.543044,45.56781,-73.533809,45.642422,43
1778,-73.5719,45.608101,-73.583372,45.563809,78
1779,-73.583355,45.569543,-73.841815,45.48019,41
1780,-73.582317,45.641972,-73.869959,45.482373,57
1781,-73.667827,45.475812,-73.838802,45.453559,27
1782,-73.632445,45.415818,-73.863893,45.455308,94
1783,-73.642264,45.530128,-73.70702,45.524182,8
1784,-73.653978,45.517367,-73.867733,45.430638,26
1785,-73.877351,45.443338,-73.615236,45.507284,8
1786,-73.57725,45.522792,-73.573101,45.591631,73
1787,-73.535634,45.665471,-73.707846,45.524376,79
1788,-73.589868,45.446384,-73.635861,45.448232,99
1789,-73.549634,45.597125,-73.720324,45.44434,54
1790,-73.905334,45.425502,-73.648069,45.467461,13
1791,-73.524501,45.610074,-73.584298,45.573723,61
1792,-73.688389,45.503738,-73.569591,45.602893,78
1793,-73.543282,45.58271,-73.794261,45.491538,11
1794,-73.53488,45.588469,-73.628039,45.566332,75
1795,-73.609531,45.447768,-73.593722,45.472881,37
1796,-73.596542,45.472398,-73.644499,45.486958,26
1797,-73.650369,45.512775,-73.836788,45.503056,49
1798,-73.57914,45.483006,-73.649128,45.58637,43
1799,-73.66506,45.469061,-73.562444,45.466234,2
1800,-73.628751,45.485619,-73.607731,45.489444,97
1801,-73.881633,45.490927,-73.692624,45.513134,96
1802,-73.538342,45.590604,-73.59555,45.627104,90
1803,-73.814367,45.501143,-73.674926,45.523313,0
1804,-73.714923,45.508675,-73.505663,45.647873,97
1805,-73.629173,45.480067,-73.621634,45.482877,99
1806,-73.663492,45.546233,-73.570683,45.564183,71
1807,-73.799053,45.505265,-73.603827,45.555309,20
1808,-73.734635,45.490469,-73.494666,45.64552,99
1809,-73.630051,45.414904,-73.487325,45.697474,76
1810,-73.766816,45.456049,-73.56816,45.486059,71
1811,-73.826152,45.464424,-73.860499,45.479347,30
1812,-73.618512,45.497134,-73.644417,45.549594,14
1813,-73.767515,45.487078,-73.894248,45.421936,11
1814,-73.618636,45.484904,-73.650723,45.505183,88
1815,-73.836549,45.43813,-73.5772,45.569714,93
1816,-73.668675,45.457391,-73.61625,45.629949,0
1817,-73.641879,45.420242,-73.848845,45.500521,77
1818,-73.600092,45.550296,-73.570343,45.597568,76
1819,-73.542607,45.464237,-73.704606,45.542505,23
1820,-73.519564,45.644758,-73.892779,45.426712,12
1821,-73.55542,45.519253,-73.618434,45.581174,65
1822,-73.596356,45.456752,-73.805533,45.506532,38
1823,-73.628205,45.466356,-73.728555,45.521212,99
1824,-73.917816,45.412376,-73.857922,45.430303,77
1825,-73.631128,45.486654,-73.498038,45.62763,85
1826,-73.659355,45.547841,-73.650842,45.481047,29
1827,-73.594772,45.489169,-73.641311,45.447584,1
1828,-73.687648,45.533114,-73.61009,45.486791,97
1829,-73.751226,45.49071,-73.534501,45.549123,71
1830,-73.604345,45.596044,-73.741943,45.452627,54
1831,-73.804742,45.493866,-73.676475,45.434942,16
1832,-73.601204,45.543552,-73.671609,45.555324,72
1833,-73.698682,45.545604,-73.614107,45.430719,29
1834,-73.65756,45.429655,-73.559265,45.614182,63
1835,-73.751886,45.438798,-73.59985,45.556102,78
1836,-73.835543,45.501823,-73.545374,45.45822,82
1837,-73.629071,45.463771,-73.815126,45.501948,21
1838,-73.605373,45.476503,-73.648809,45.491122,69
1839,-73.706891,45.524611,-73.878884,45.490208,10
1840,-73.56103,45.515289,-73.588433,45.457331,54
1841,-73.587621,45.46454,-73.59457,45.600126,37
1842,-73.950778,45.405771,-73.554966,45.447978,100
1843,-73.515963,45.635733,-73.545704,45.489115,89
1844,-73.544603,45.465517,-73.751226,45.49071,75
1845,-73.621501,45.518557,-73.851316,45.434232,58
1846,-73.521895,45.606213,-73.615145,45.53238,83
1847,-73.622753,45.598557,-73.554072,45.660562,8
1848,-73.692389,45.433014,-73.664553,45.517718,92
1849,-73.810118,45.508254,-73.653508,45.511684,75
1850,-73.573058,45.48057,-73.554461,45.525687,11
1851,-73.577667,45.564876,-73.597387,45.47325,91
1852,-73.857324,45.471555,-73.654734,45.449286,66
1853,-73.533006,45.552413,-73.597725,45.537246,17
1854,-73.819094,45.505796,-73.681368,45.520944,58
1855,-73.583615,45.570353,-73.703186,45.46464,2
1856,-73.622905,45.582446,-73.556497,45.59512,100
1857,-73.543484,45.5309,-73.632758,45.52597,96
1858,-73.549651,45.521308,-73.562501,45.493121,3
1859,-73.605272,45.633666,-73.547395,45.541036,5
1860,-73.596485,45.459804,-73.544354,45.465843,83
1861,-73.728473,45.512351,-73.946573,45.408132,21
1862,-73.894285,45.452167,-73.687926,45.43779,64
1863,-73.535086,45.604427,-73.547821,45.523656,8
1864,-73.531034,45.593317,-73.629203,45.512875,99
1865,-73.658647,45.474311,-73.627887,45.612931,12
1866,-73.637566,45.540675,-73.622753,45.423148,9
1867,-73.574787,45.642581,-73.559665,45.511217,27
1868,-73.882354,45.444438,-73.59584,45.570583,96
1869,-73.546867,45.601371,-73.649378,45.4449,9
1870,-73.805818,45.489094,-73.582181,45.517476,91
1871,-73.54603,45.467761,-73.638525,45.490514,30
1872,-73.572508,45.542786,-73.611605,45.438038,20
1873,-73.560424,45.524316,-73.74744,45.456854,27
1874,-73.641797,45.474958,-73.556149,45.530094,19
1875,-73.624235,45.622143,-73.686736,45.524346,77
1876,-73.670829,45.525584,-73.60493,45.471569,100
1877,-73.548731,45.467229,-73.703782,45.494076,75
1878,-73.651665,45.505443,-73.588122,45.547392,80
1879,-73.548837,45.462762,-73.620758,45.542142,74
1880,-73.583001,45.631658,-73.91921,45.41219,40
1881,-73.592057,45.489829,-73.640786,45.524268,55
1882,-73.67123,45.538011,-73.668783,45.430534,14
1883,-73.698076,45.522992,-73.84011,45.511098,92
1884,-73.833195,45.428421,-73.855044,45.457952,43
1885,-73.813507,45.495537,-73.915753,45.422327,80
1886,-73.894232,45.423689,-73.829164,45.500933,92
1887,-73.821195,45.488539,-73.951711,45.418533,22
1888,-73.839986,45.512429,-73.747422,45.439585,23
1889,-73.779884,45.491318,-73.546827,45.52214,92
1890,-73.677234,45.52732,-73.634255,45.608293,42
1891,-73.516117,45.632277,-73.846565,45.449179,2
1892,-73.677788,45.49919,-73.847404,45.495142,6
1893,-73.62205,45.422999,-73.712341,45.517197,46
1894,-73.540688,45.488691,-73.818272,45.459186,31
1895,-73.677238,45.546045,-73.819187,45.509574,15
1896,-73.581115,45.54012,-73.517498,45.587833,88
1897,-73.688786,45.510604,-73.585563,45.496295,79
1898,-73.839693,45.452044,-73.553743,45.58447,85
1899,-73.569278,45.51917,-73.571738,45.51887,24
1900,-73.627679,45.606506,-73.6919,45.537933,93
1901,-73.704484,45.44675,-73.909155,45.413238,38
1902,-73.794863,45.465505,-73.866359,45.441249,7
1903,-73.561613,45.654422,-73.651755,45.448138,78
1904,-73.617945,45.469466,-73.615038,45.495464,2
1905,-73.87851,45.496961,-73.518985,45.695771,68
1906,-73.680614,45.49747,-73.581914,45.551484,75
1907,-73.629136,45.435858,-73.559739,45.547021,30
1908,-73.617424,45.607605,-73.639247,45.432011,74
1909,-73.62479,45.537732,-73.69937,45.456589,45
1910,-73.607901,45.435693,-73.605887,45.468442,8
1911,-73.641081,45.493579,-73.799388,45.504206,74
1912,-73.596475,45.596729,-73.551404,45.50988,6
1913,-73.566117,45.548209,-73.587668,45.558875,19
1914,-73.702346,45.518039,-73.552637,45.52166,38
1915,-73.581001,45.457045,-73.629845,45.421178,4
1916,-73.643322,45.427522,-73.570759,45.545539,48
1917,-73.653576,45.472368,-73.563727,45.587122,10
1918,-73.554767,45.553127,-73.595593,45.427507,91
1919,-73.602114,45.439072,-73.602893,45.528454,70
1920,-73.84655,45.478289,-73.880297,45.488864,66
1921,-73.838002,45.505957,-73.685556,45.510676,36
1922,-73.720336,45.447794,-73.610893,45.517555,81
1923,-73.572776,45.551572,-73.776681,45.452721,42
1924,-73.539373,45.487613,-73.581356,45.555249,99
1925,-73.863094,45.459574,-73.684232,45.513865,55
1926,-73.622262,45.515104,-73.624731,45.625262,18
1927,-73.81349,45.451111,-73.607481,45.574471,96
1928,-73.804954,45.489375,-73.726534,45.451905,32
1929,-73.557534,45.513331,-73.559647,45.547037,98
1930,-73.551447,45.509751,-73.584517,45.574888,47
1931,-73.921787,45.43622,-73.646759,45.590552,13
1932,-73.640777,45.472,-73.563149,45.48034,40
1933,-73.580684,45.583088,-73.582402,45.520931,81
1934,-73.673638,45.49752,-73.626965,45.618105,89
1935,-73.544887,45.580044,-73.578417,45.623652,63
1936,-73.854918,45.438233,-73.518511,45.599542,52
1937,-73.572789,45.478089,-73.501471,45.626402,13
1938,-73.733188,45.52413,-73.636307,45.4301,3
1939,-73.644592,45.593543,-73.89061,45.446374,91
1940,-73.577239,45.628199,-73.602114,45.439072,36
1941,-73.562908,45.502259,-73.629671,45.427108,50
1942,-73.499912,45.685381,-73.868993,45.471642,28
1943,-73.546632,45.459116,-73.580149,45.534427,23
1944,-73.885476,45.487391,-73.789146,45.481613,33
1945,-73.701659,45.503455,-73.862174,45.456039,75
1946,-73.909484,45.460479,-73.569176,45.599322,22
1947,-73.591313,45.514826,-73.70163,45.447427,44
1948,-73.700665,45.544812,-73.639107,45.472788,3
1949,-73.699945,45.439444,-73.884123,45.460987,45
1950,-73.849422,45.484857,-73.658999,45.558405,63
1951,-73.520882,45.570495,-73.655426,45.454431,50
1952,-73.824064,45.439899,-73.690415,45.531265,54
1953,-73.824983,45.472775,-73.585066,45.547854,59
1954,-73.615131,45.550658,-73.668802,45.430566,10
1955,-73.628179,45.47962,-73.867331,45.425964,52
1956,-73.581073,45.590679,-73.581695,45.462491,1
1957,-73.641034,45.451684,-73.590689,45.55546,16
1958,-73.69134,45.49391,-73.697897,45.441959,0
1959,-73.58227,45.493115,-73.586616,45.536492,53
1960,-73.620711,45.570092,-73.700892,45.500995,65
1961,-73.784096,45.450804,-73.791905,45.456855,49
1962,-73.665511,45.428626,-73.868784,45.465045,57
1963,-73.606424,45.552363,-73.676175,45.550134,16
1964,-73.720336,45.447794,-73.734817,45.456345,13
1965,-73.560368,45.503207,-73.538594,45.481588,48
1966,-73.852193,45.482378,-73.636074,45.571221,90
1967,-73.632182,45.531081,-73.59248,45.521219,96
1968,-73.530537,45.606169,-73.52312,45.612849,90
1969,-73.890175,45.439057,-73.6882,45.524318,31
1970,-73.805904,45.511976,-73.595678,45.574431,32
1971,-73.895145,45.442106,-73.694389,45.511761,79
1972,-73.628232,45.548949,-73.638302,45.451486,24
1973,-73.555678,45.546587,-73.685963,45.531396,39
1974,-73.598317,45.567371,-73.650358,45.500674,99
1975,-73.875165,45.488057,-73.541336,45.58602,13
1976,-73.62828,45.58274,-73.952089,45.403569,42
1977,-73.847996,45.483862,-73.679923,45.516209,3
1978,-73.64928,45.48527,-73.564461,45.606788,9
1979,-73.891197,45.418871,-73.870299,45.509102,60
1980,-73.626081,45.422773,-73.67693,45.51431,58
1981,-73.664579,45.466055,-73.598205,45.640896,3
1982,-73.602421,45.586136,-73.582758,45.509446,49
1983,-73.495031,45.672651,-73.641769,45.533423,68
1984,-73.639024,45.572884,-73.592776,45.586999,55
1985,-73.66008,45.456431,-73.666189,45.51941,29
1986,-73.56259,45.463421,-73.82437,45.511916,72
1987,-73.830279,45.487336,-73.56491,45.471479,17
1988,-73.620428,45.582052,-73.57511,45.525233,52
1989,-73.545695,45.568677,-73.92041,45.427827,5
1990,-73.575377,45.595153,-73.6422,45.513528,62
1991,-73.525225,45.600627,-73.710207,45.504293,52
1992,-73.829525,45.484563,-73.598576,45.453274,11
1993,-73.578425,45.603309,-73.872169,45.475647,35
1994,-73.536551,45.56932,-73.724599,45.510647,82
1995,-73.533706,45.569952,-73.624943,45.483951,31
1996,-73.578704,45.521216,-73.694862,45.507796,42
1997,-73.5957,45.427349,-73.769113,45.452019,63
1998,-73.714802,45.535504,-73.571157,45.572392,26
1999,-73.626341,45.546425,-73.629611,45.541866,82
2000,-73.543952,45.464787,-73.656368,45.425052,66
2001,-73.62027,45.421514,-73.949751,45.40385,20
2002,-73.571211,45.55987,-73.563389,45.49336,70
2003,-73.574765,45.529195,-73.881926,45.433973,65
2004,-73.875736,45.486476,-73.870378,45.468469,100
2005,-73.704964,45.533965,-73.636909,45.611946,26
2006,-73.554309,45.499215,-73.648511,45.448101,48
2007,-73.874222,45.421399,-73.578751,45.600875,21
2008,-73.785855,45.494593,-73.611398,45.490054,12
2009,-73.582376,45.484376,-73.793502,45.501036,99
2010,-73.595138,45.468747,-73.672233,45.481243,0
2011,-73.549255,45.522109,-73.792902,45.507098,56
2012,-73.676338,45.513061,-73.556603,45.477823,70
2013,-73.663822,45.508155,-73.86915,45.430415,100
2014,-73.644082,45.579456,-73.537404,45.653957,7
2015,-73.687401,45.434734,-73.664696,45.473131,49
2016,-73.684807,45.519315,-73.737415,45.442257,30
2017,-73.689597,45.496503,-73.584566,45.489272,38
2018,-73.611875,45.418752,-73.851866,45.483648,93
2019,-73.865558,45.503193,-73.55661,45.578733,91
2020,-73.847434,45.483236,-73.81593,45.496622,10
2021,-73.489201,45.654924,-73.505718,45.668789,83
2022,-73.587175,45.496035,-73.57495,45.579378,26
2023,-73.644522,45.451899,-73.688948,45.50202,4
2024,-73.651621,45.549576,-73.56276,45.545653,40
2025,-73.661651,45.564066,-73.572463,45.552148,87
2026,-73.642531,45.563689,-73.785473,45.452859,29
2027,-73.676796,45.50802,-73.879967,45.417926,72
2028,-73.712511,45.488609,-73.562541,45.462603,69
2029,-73.583074,45.488139,-73.833852,45.515804,55
2030,-73.854112,45.483239,-73.640739,45.486277,96
2031,-73.6132,45.55229,-73.892736,45.459515,66
2032,-73.579109,45.649361,-73.579395,45.516971,75
2033,-73.675997,45.534979,-73.606485,45.627816,18
2034,-73.648936,45.443147,-73.5984,45.546495,43
2035,-73.579421,45.551405,-73.594617,45.435652,31
2036,-73.789366,45.476401,-73.642322,45.584265,30
2037,-73.641258,45.568847,-73.572396,45.565431,63
2038,-73.640824,45.542393,-73.61328,45.485409,1
2039,-73.58781,45.54068,-73.612822,45.472097,88
2040,-73.85629,45.458853,-73.518148,45.600274,25
2041,-73.68765,45.50328,-73.638107,45.572571,62
2042,-73.872908,45.479141,-73.594448,45.591115,49
2043,-73.714744,45.502349,-73.54486,45.574377,38
2044,-73.542687,45.462088,-73.552338,45.518788,15
2045,-73.593737,45.492456,-73.612318,45.591142,21
2046,-73.629178,45.427905,-73.623514,45.418315,54
2047,-73.614283,45.444337,-73.903139,45.42617,8
2048,-73.561276,45.498327,-73.648034,45.588661,42
2049,-73.568103,45.520283,-73.570054,45.475777,29
2050,-73.654795,45.545516,-73.627021,45.623692,58
2051,-73.515999,45.633507,-73.539622,45.588706,55
2052,-73.661598,45.457008,-73.655006,45.448664,19
2053,-73.568992,45.502795,-73.500074,45.666987,82
2054,-73.593969,45.444,-73.570284,45.505699,77
2055,-73.59828,45.571597,-73.610052,45.518607,67
2056,-73.697878,45.439213,-73.846979,45.433787,55
2057,-73.596024,45.472779,-73.877146,45.495465,98
2058,-73.583122,45.579947,-73.611573,45.609567,100
2059,-73.595007,45.514744,-73.54569,45.606181,57
2060,-73.605377,45.595015,-73.655081,45.57614,66
2061,-73.695243,45.514506,-73.588231,45.626971,76
2062,-73.82245,45.430031,-73.8806,45.41783,35
2063,-73.690749,45.44371,-73.594448,45.591115,1
2064,-73.639063,45.512134,-73.642043,45.479095,98
2065,-73.693856,45.529739,-73.599796,45.493374,1
2066,-73.502604,45.666492,-73.624843,45.548086,3
2067,-73.582315,45.456222,-73.562485,45.502824,96
2068,-73.578155,45.564311,-73.577255,45.606151,87
2069,-73.640419,45.567825,-73.794274,45.453514,58
2070,-73.871723,45.448691,-73.627367,45.418592,65
2071,-73.577959,45.576897,-73.776638,45.447616,45
2072,-73.751888,45.449817,-73.649141,45.466082,21
2073,-73.849653,45.458343,-73.583653,45.472538,60
2074,-73.641471,45.590614,-73.84938,45.434784,51
2075,-73.648247,45.490356,-73.644668,45.525404,11
2076,-73.841138,45.487708,-73.652253,45.518817,11
2077,-73.526904,45.592031,-73.646826,45.476092,64
2078,-73.499511,45.678837,-73.547456,45.662098,44
2079,-73.901334,45.4184,-73.672963,45.526102,48
2080,-73.54762,45.553384,-73.53865,45.582467,34
2081,-73.614015,45.55746,-73.640257,45.421579,10
2082,-73.632608,45.553269,-73.86696,45.498029,43
2083,-73.581717,45.635138,-73.499383,45.631538,13
2084,-73.846191,45.466011,-73.550633,45.450908,12
2085,-73.578041,45.53453,-73.683654,45.547454,54
2086,-73.869364,45.500491,-73.643294,45.467497,5
2087,-73.633941,45.461097,-73.63197,45.428207,34
2088,-73.535864,45.468167,-73.535518,45.548403,18
2089,-73.57946,45.481212,-73.535216,45.552178,17
2090,-73.593503,45.55371,-73.868925,45.500741,46
2091,-73.679029,45.437982,-73.580141,45.638508,70
2092,-73.605866,45.580338,-73.573524,45.550309,83
2093,-73.762776,45.506548,-73.575396,45.500194,56
2094,-73.642731,45.481335,-73.87469,45.477249,90
2095,-73.576228,45.524009,-73.526898,45.558678,49
2096,-73.62397,45.431099,-73.765158,45.455725,47
2097,-73.895384,45.44554,-73.683981,45.541132,10
2098,-73.888965,45.516141,-73.593299,45.541619,49
2099,-73.651899,45.511663,-73.843037,45.448384,22
2100,-73.680075,45.53407,-73.632537,45.439653,23
2101,-73.826258,45.436306,-73.723373,45.531416,52
2102,-73.711385,45.505215,-73.599915,45.630658,2
2103,-73.616365,45.431005,-73.68297,45.499846,28
2104,-73.751799,45.455797,-73.833433,45.479262,17
2105,-73.645967,45.480485,-73.872053,45.465996,0
2106,-73.687944,45.433973,-73.903383,45.443062,95
2107,-73.670265,45.433539,-73.834608,45.429186,81
2108,-73.579833,45.541992,-73.631248,45.436807,24
2109,-73.672431,45.506448,-73.569677,45.538064,79
2110,-73.796248,45.499356,-73.899439,45.414522,10
2111,-73.523088,45.690326,-73.543902,45.589598,18
2112,-73.760886,45.445394,-73.539068,45.54802,97
2113,-73.568161,45.60254,-73.91715,45.421826,15
2114,-73.876263,45.441047,-73.52575,45.68758,35
2115,-73.897976,45.49116,-73.55256,45.511635,8
